original_index,display_index,text_path,audio_path,status
172,171,./35322 - Text/Chapter_0172_display_171.txt,./35322 - Audio/Chapter_0172_display_171.mp3,queued
173,172,./35322 - Text/Chapter_0173_display_172.txt,./35322 - Audio/Chapter_0173_display_172.mp3,queued
174,173,./35322 - Text/Chapter_0174_display_173.txt,./35322 - Audio/Chapter_0174_display_173.mp3,queued
175,174,./35322 - Text/Chapter_0175_display_174.txt,./35322 - Audio/Chapter_0175_display_174.mp3,queued
176,175,./35322 - Text/Chapter_0176_display_175.txt,./35322 - Audio/Chapter_0176_display_175.mp3,queued
177,176,./35322 - Text/Chapter_0177_display_176.txt,./35322 - Audio/Chapter_0177_display_176.mp3,queued
178,177,./35322 - Text/Chapter_0178_display_177.txt,./35322 - Audio/Chapter_0178_display_177.mp3,queued
179,178,./35322 - Text/Chapter_0179_display_178.txt,./35322 - Audio/Chapter_0179_display_178.mp3,queued
180,179,./35322 - Text/Chapter_0180_display_179.txt,./35322 - Audio/Chapter_0180_display_179.mp3,queued
181,180,./35322 - Text/Chapter_0181_display_180.txt,./35322 - Audio/Chapter_0181_display_180.mp3,queued
182,181,./35322 - Text/Chapter_0182_display_181.txt,./35322 - Audio/Chapter_0182_display_181.mp3,queued
183,182,./35322 - Text/Chapter_0183_display_182.txt,./35322 - Audio/Chapter_0183_display_182.mp3,queued
184,183,./35322 - Text/Chapter_0184_display_183.txt,./35322 - Audio/Chapter_0184_display_183.mp3,queued
185,184,./35322 - Text/Chapter_0185_display_184.txt,./35322 - Audio/Chapter_0185_display_184.mp3,queued
186,185,./35322 - Text/Chapter_0186_display_185.txt,./35322 - Audio/Chapter_0186_display_185.mp3,queued
187,186,./35322 - Text/Chapter_0187_display_186.txt,./35322 - Audio/Chapter_0187_display_186.mp3,queued
188,187,./35322 - Text/Chapter_0188_display_187.txt,./35322 - Audio/Chapter_0188_display_187.mp3,queued
189,188,./35322 - Text/Chapter_0189_display_188.txt,./35322 - Audio/Chapter_0189_display_188.mp3,queued
190,189,./35322 - Text/Chapter_0190_display_189.txt,./35322 - Audio/Chapter_0190_display_189.mp3,queued
191,190,./35322 - Text/Chapter_0191_display_190.txt,./35322 - Audio/Chapter_0191_display_190.mp3,queued
192,191,./35322 - Text/Chapter_0192_display_191.txt,./35322 - Audio/Chapter_0192_display_191.mp3,queued
193,192,./35322 - Text/Chapter_0193_display_192.txt,./35322 - Audio/Chapter_0193_display_192.mp3,queued
194,193,./35322 - Text/Chapter_0194_display_193.txt,./35322 - Audio/Chapter_0194_display_193.mp3,queued
195,194,./35322 - Text/Chapter_0195_display_194.txt,./35322 - Audio/Chapter_0195_display_194.mp3,queued
196,195,./35322 - Text/Chapter_0196_display_195.txt,./35322 - Audio/Chapter_0196_display_195.mp3,queued
197,196,./35322 - Text/Chapter_0197_display_196.txt,./35322 - Audio/Chapter_0197_display_196.mp3,queued
198,197,./35322 - Text/Chapter_0198_display_197.txt,./35322 - Audio/Chapter_0198_display_197.mp3,queued
199,198,./35322 - Text/Chapter_0199_display_198.txt,./35322 - Audio/Chapter_0199_display_198.mp3,queued
200,199,./35322 - Text/Chapter_0200_display_199.txt,./35322 - Audio/Chapter_0200_display_199.mp3,queued
201,200,./35322 - Text/Chapter_0201_display_200.txt,./35322 - Audio/Chapter_0201_display_200.mp3,completed
202,201,./35322 - Text/Chapter_0202_display_201.txt,./35322 - Audio/Chapter_0202_display_201.mp3,completed
203,202,./35322 - Text/Chapter_0203_display_202.txt,./35322 - Audio/Chapter_0203_display_202.mp3,completed
204,203,./35322 - Text/Chapter_0204_display_203.txt,./35322 - Audio/Chapter_0204_display_203.mp3,completed
205,204,./35322 - Text/Chapter_0205_display_204.txt,./35322 - Audio/Chapter_0205_display_204.mp3,completed
206,205,./35322 - Text/Chapter_0206_display_205.txt,./35322 - Audio/Chapter_0206_display_205.mp3,completed
207,206,./35322 - Text/Chapter_0207_display_206.txt,./35322 - Audio/Chapter_0207_display_206.mp3,completed
208,207,./35322 - Text/Chapter_0208_display_207.txt,./35322 - Audio/Chapter_0208_display_207.mp3,completed
209,208,./35322 - Text/Chapter_0209_display_208.txt,./35322 - Audio/Chapter_0209_display_208.mp3,completed
210,209,./35322 - Text/Chapter_0210_display_209.txt,./35322 - Audio/Chapter_0210_display_209.mp3,completed
211,210,./35322 - Text/Chapter_0211_display_210.txt,./35322 - Audio/Chapter_0211_display_210.mp3,completed
212,211,./35322 - Text/Chapter_0212_display_211.txt,./35322 - Audio/Chapter_0212_display_211.mp3,completed
213,212,./35322 - Text/Chapter_0213_display_212.txt,./35322 - Audio/Chapter_0213_display_212.mp3,completed
214,213,./35322 - Text/Chapter_0214_display_213.txt,./35322 - Audio/Chapter_0214_display_213.mp3,completed
215,214,./35322 - Text/Chapter_0215_display_214.txt,./35322 - Audio/Chapter_0215_display_214.mp3,completed
216,215,./35322 - Text/Chapter_0216_display_215.txt,./35322 - Audio/Chapter_0216_display_215.mp3,completed
217,216,./35322 - Text/Chapter_0217_display_216.txt,./35322 - Audio/Chapter_0217_display_216.mp3,completed
218,217,./35322 - Text/Chapter_0218_display_217.txt,./35322 - Audio/Chapter_0218_display_217.mp3,completed
219,218,./35322 - Text/Chapter_0219_display_218.txt,./35322 - Audio/Chapter_0219_display_218.mp3,completed
220,219,./35322 - Text/Chapter_0220_display_219.txt,./35322 - Audio/Chapter_0220_display_219.mp3,completed
221,220,./35322 - Text/Chapter_0221_display_220.txt,./35322 - Audio/Chapter_0221_display_220.mp3,completed
222,221,./35322 - Text/Chapter_0222_display_221.txt,./35322 - Audio/Chapter_0222_display_221.mp3,completed
223,222,./35322 - Text/Chapter_0223_display_222.txt,./35322 - Audio/Chapter_0223_display_222.mp3,completed
224,223,./35322 - Text/Chapter_0224_display_223.txt,./35322 - Audio/Chapter_0224_display_223.mp3,completed
225,224,./35322 - Text/Chapter_0225_display_224.txt,./35322 - Audio/Chapter_0225_display_224.mp3,completed
226,225,./35322 - Text/Chapter_0226_display_225.txt,./35322 - Audio/Chapter_0226_display_225.mp3,completed
227,226,./35322 - Text/Chapter_0227_display_226.txt,./35322 - Audio/Chapter_0227_display_226.mp3,completed
228,227,./35322 - Text/Chapter_0228_display_227.txt,./35322 - Audio/Chapter_0228_display_227.mp3,completed
229,228,./35322 - Text/Chapter_0229_display_228.txt,./35322 - Audio/Chapter_0229_display_228.mp3,completed
230,229,./35322 - Text/Chapter_0230_display_229.txt,./35322 - Audio/Chapter_0230_display_229.mp3,completed
231,230,./35322 - Text/Chapter_0231_display_230.txt,./35322 - Audio/Chapter_0231_display_230.mp3,completed
232,231,./35322 - Text/Chapter_0232_display_231.txt,./35322 - Audio/Chapter_0232_display_231.mp3,completed
233,232,./35322 - Text/Chapter_0233_display_232.txt,./35322 - Audio/Chapter_0233_display_232.mp3,completed
234,233,./35322 - Text/Chapter_0234_display_233.txt,./35322 - Audio/Chapter_0234_display_233.mp3,completed
235,234,./35322 - Text/Chapter_0235_display_234.txt,./35322 - Audio/Chapter_0235_display_234.mp3,completed
236,235,./35322 - Text/Chapter_0236_display_235.txt,./35322 - Audio/Chapter_0236_display_235.mp3,completed
237,236,./35322 - Text/Chapter_0237_display_236.txt,./35322 - Audio/Chapter_0237_display_236.mp3,completed
238,237,./35322 - Text/Chapter_0238_display_237.txt,./35322 - Audio/Chapter_0238_display_237.mp3,completed
239,238,./35322 - Text/Chapter_0239_display_238.txt,./35322 - Audio/Chapter_0239_display_238.mp3,completed
240,239,./35322 - Text/Chapter_0240_display_239.txt,./35322 - Audio/Chapter_0240_display_239.mp3,completed
241,240,./35322 - Text/Chapter_0241_display_240.txt,./35322 - Audio/Chapter_0241_display_240.mp3,completed
242,241,./35322 - Text/Chapter_0242_display_241.txt,./35322 - Audio/Chapter_0242_display_241.mp3,completed
243,242,./35322 - Text/Chapter_0243_display_242.txt,./35322 - Audio/Chapter_0243_display_242.mp3,completed
244,243,./35322 - Text/Chapter_0244_display_243.txt,./35322 - Audio/Chapter_0244_display_243.mp3,completed
245,244,./35322 - Text/Chapter_0245_display_244.txt,./35322 - Audio/Chapter_0245_display_244.mp3,completed
246,245,./35322 - Text/Chapter_0246_display_245.txt,./35322 - Audio/Chapter_0246_display_245.mp3,completed
247,246,./35322 - Text/Chapter_0247_display_246.txt,./35322 - Audio/Chapter_0247_display_246.mp3,completed
248,247,./35322 - Text/Chapter_0248_display_247.txt,./35322 - Audio/Chapter_0248_display_247.mp3,completed
249,248,./35322 - Text/Chapter_0249_display_248.txt,./35322 - Audio/Chapter_0249_display_248.mp3,completed
250,249,./35322 - Text/Chapter_0250_display_249.txt,./35322 - Audio/Chapter_0250_display_249.mp3,completed
251,250,./35322 - Text/Chapter_0251_display_250.txt,./35322 - Audio/Chapter_0251_display_250.mp3,completed
252,251,./35322 - Text/Chapter_0252_display_251.txt,./35322 - Audio/Chapter_0252_display_251.mp3,completed
253,252,./35322 - Text/Chapter_0253_display_252.txt,./35322 - Audio/Chapter_0253_display_252.mp3,completed
254,253,./35322 - Text/Chapter_0254_display_253.txt,./35322 - Audio/Chapter_0254_display_253.mp3,completed
255,254,./35322 - Text/Chapter_0255_display_254.txt,./35322 - Audio/Chapter_0255_display_254.mp3,completed
256,255,./35322 - Text/Chapter_0256_display_255.txt,./35322 - Audio/Chapter_0256_display_255.mp3,completed
257,256,./35322 - Text/Chapter_0257_display_256.txt,./35322 - Audio/Chapter_0257_display_256.mp3,completed
258,257,./35322 - Text/Chapter_0258_display_257.txt,./35322 - Audio/Chapter_0258_display_257.mp3,completed
259,258,./35322 - Text/Chapter_0259_display_258.txt,./35322 - Audio/Chapter_0259_display_258.mp3,completed
260,259,./35322 - Text/Chapter_0260_display_259.txt,./35322 - Audio/Chapter_0260_display_259.mp3,completed
261,260,./35322 - Text/Chapter_0261_display_260.txt,./35322 - Audio/Chapter_0261_display_260.mp3,completed
262,261,./35322 - Text/Chapter_0262_display_261.txt,./35322 - Audio/Chapter_0262_display_261.mp3,completed
263,262,./35322 - Text/Chapter_0263_display_262.txt,./35322 - Audio/Chapter_0263_display_262.mp3,completed
264,263,./35322 - Text/Chapter_0264_display_263.txt,./35322 - Audio/Chapter_0264_display_263.mp3,completed
265,264,./35322 - Text/Chapter_0265_display_264.txt,./35322 - Audio/Chapter_0265_display_264.mp3,completed
266,265,./35322 - Text/Chapter_0266_display_265.txt,./35322 - Audio/Chapter_0266_display_265.mp3,completed
267,266,./35322 - Text/Chapter_0267_display_266.txt,./35322 - Audio/Chapter_0267_display_266.mp3,completed
268,267,./35322 - Text/Chapter_0268_display_267.txt,./35322 - Audio/Chapter_0268_display_267.mp3,completed
269,268,./35322 - Text/Chapter_0269_display_268.txt,./35322 - Audio/Chapter_0269_display_268.mp3,completed
270,269,./35322 - Text/Chapter_0270_display_269.txt,./35322 - Audio/Chapter_0270_display_269.mp3,completed
271,270,./35322 - Text/Chapter_0271_display_270.txt,./35322 - Audio/Chapter_0271_display_270.mp3,completed
272,271,./35322 - Text/Chapter_0272_display_271.txt,./35322 - Audio/Chapter_0272_display_271.mp3,completed
273,272,./35322 - Text/Chapter_0273_display_272.txt,./35322 - Audio/Chapter_0273_display_272.mp3,completed
274,273,./35322 - Text/Chapter_0274_display_273.txt,./35322 - Audio/Chapter_0274_display_273.mp3,completed
275,274,./35322 - Text/Chapter_0275_display_274.txt,./35322 - Audio/Chapter_0275_display_274.mp3,completed
276,275,./35322 - Text/Chapter_0276_display_275.txt,./35322 - Audio/Chapter_0276_display_275.mp3,completed
277,276,./35322 - Text/Chapter_0277_display_276.txt,./35322 - Audio/Chapter_0277_display_276.mp3,completed
278,277,./35322 - Text/Chapter_0278_display_277.txt,./35322 - Audio/Chapter_0278_display_277.mp3,completed
279,278,./35322 - Text/Chapter_0279_display_278.txt,./35322 - Audio/Chapter_0279_display_278.mp3,completed
280,279,./35322 - Text/Chapter_0280_display_279.txt,./35322 - Audio/Chapter_0280_display_279.mp3,completed
281,280,./35322 - Text/Chapter_0281_display_280.txt,./35322 - Audio/Chapter_0281_display_280.mp3,completed
282,281,./35322 - Text/Chapter_0282_display_281.txt,./35322 - Audio/Chapter_0282_display_281.mp3,completed
283,282,./35322 - Text/Chapter_0283_display_282.txt,./35322 - Audio/Chapter_0283_display_282.mp3,completed
284,283,./35322 - Text/Chapter_0284_display_283.txt,./35322 - Audio/Chapter_0284_display_283.mp3,completed
285,284,./35322 - Text/Chapter_0285_display_284.txt,./35322 - Audio/Chapter_0285_display_284.mp3,completed
286,285,./35322 - Text/Chapter_0286_display_285.txt,./35322 - Audio/Chapter_0286_display_285.mp3,completed
287,286,./35322 - Text/Chapter_0287_display_286.txt,./35322 - Audio/Chapter_0287_display_286.mp3,completed
288,287,./35322 - Text/Chapter_0288_display_287.txt,./35322 - Audio/Chapter_0288_display_287.mp3,completed
289,288,./35322 - Text/Chapter_0289_display_288.txt,./35322 - Audio/Chapter_0289_display_288.mp3,completed
290,289,./35322 - Text/Chapter_0290_display_289.txt,./35322 - Audio/Chapter_0290_display_289.mp3,completed
291,290,./35322 - Text/Chapter_0291_display_290.txt,./35322 - Audio/Chapter_0291_display_290.mp3,completed
292,291,./35322 - Text/Chapter_0292_display_291.txt,./35322 - Audio/Chapter_0292_display_291.mp3,completed
293,292,./35322 - Text/Chapter_0293_display_292.txt,./35322 - Audio/Chapter_0293_display_292.mp3,completed
294,293,./35322 - Text/Chapter_0294_display_293.txt,./35322 - Audio/Chapter_0294_display_293.mp3,completed
295,294,./35322 - Text/Chapter_0295_display_294.txt,./35322 - Audio/Chapter_0295_display_294.mp3,completed
296,295,./35322 - Text/Chapter_0296_display_295.txt,./35322 - Audio/Chapter_0296_display_295.mp3,completed
297,296,./35322 - Text/Chapter_0297_display_296.txt,./35322 - Audio/Chapter_0297_display_296.mp3,completed
298,297,./35322 - Text/Chapter_0298_display_297.txt,./35322 - Audio/Chapter_0298_display_297.mp3,completed
299,298,./35322 - Text/Chapter_0299_display_298.txt,./35322 - Audio/Chapter_0299_display_298.mp3,completed
300,299,./35322 - Text/Chapter_0300_display_299.txt,./35322 - Audio/Chapter_0300_display_299.mp3,completed
301,300,./35322 - Text/Chapter_0301_display_300.txt,./35322 - Audio/Chapter_0301_display_300.mp3,completed
302,301,./35322 - Text/Chapter_0302_display_301.txt,./35322 - Audio/Chapter_0302_display_301.mp3,completed
303,302,./35322 - Text/Chapter_0303_display_302.txt,./35322 - Audio/Chapter_0303_display_302.mp3,completed
304,303,./35322 - Text/Chapter_0304_display_303.txt,./35322 - Audio/Chapter_0304_display_303.mp3,completed
305,304,./35322 - Text/Chapter_0305_display_304.txt,./35322 - Audio/Chapter_0305_display_304.mp3,completed
306,305,./35322 - Text/Chapter_0306_display_305.txt,./35322 - Audio/Chapter_0306_display_305.mp3,completed
307,306,./35322 - Text/Chapter_0307_display_306.txt,./35322 - Audio/Chapter_0307_display_306.mp3,completed
308,307,./35322 - Text/Chapter_0308_display_307.txt,./35322 - Audio/Chapter_0308_display_307.mp3,completed
309,308,./35322 - Text/Chapter_0309_display_308.txt,./35322 - Audio/Chapter_0309_display_308.mp3,completed
310,309,./35322 - Text/Chapter_0310_display_309.txt,./35322 - Audio/Chapter_0310_display_309.mp3,completed
311,310,./35322 - Text/Chapter_0311_display_310.txt,./35322 - Audio/Chapter_0311_display_310.mp3,completed
312,311,./35322 - Text/Chapter_0312_display_311.txt,./35322 - Audio/Chapter_0312_display_311.mp3,completed
313,312,./35322 - Text/Chapter_0313_display_312.txt,./35322 - Audio/Chapter_0313_display_312.mp3,completed
314,313,./35322 - Text/Chapter_0314_display_313.txt,./35322 - Audio/Chapter_0314_display_313.mp3,completed
315,314,./35322 - Text/Chapter_0315_display_314.txt,./35322 - Audio/Chapter_0315_display_314.mp3,completed
316,315,./35322 - Text/Chapter_0316_display_315.txt,./35322 - Audio/Chapter_0316_display_315.mp3,completed
317,316,./35322 - Text/Chapter_0317_display_316.txt,./35322 - Audio/Chapter_0317_display_316.mp3,completed
318,317,./35322 - Text/Chapter_0318_display_317.txt,./35322 - Audio/Chapter_0318_display_317.mp3,completed
319,318,./35322 - Text/Chapter_0319_display_318.txt,./35322 - Audio/Chapter_0319_display_318.mp3,completed
320,319,./35322 - Text/Chapter_0320_display_319.txt,./35322 - Audio/Chapter_0320_display_319.mp3,completed
321,320,./35322 - Text/Chapter_0321_display_320.txt,./35322 - Audio/Chapter_0321_display_320.mp3,completed
322,321,./35322 - Text/Chapter_0322_display_321.txt,./35322 - Audio/Chapter_0322_display_321.mp3,completed
